,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
851,Hands-On Machine Learning with TensorFlow.js| 10: Deploying Machine Learning Applications,,10 visualizações,Publicado em 20 de nov. de 2019,Educação,Hands-On Machine Learning with TensorFlow.js| 10: Deploying Machine Learning Applications,"Code in Action













Carregando...
    







        Cancelar inscrição de Code in Action?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição272 











Carregando...
    









Carregando...
    













        Processando...","10 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jAZZgoDCaCE/maxresdefault.jpg,1280.0,720.0,Hands-On Machine Learning with TensorFlow.js is available from: Packt.com: http://bit.ly/341If9u Amazon: https://amzn.to/345iHs3 This is the “Code in Action”...,1280.0,720.0,python,/channel/UC-WefInHnQJkcxfEYQJHCew,0.197
706,Deep Learning - Course Introduction,,55.540 visualizações,Publicado em 23 de abr. de 2018,Pessoas e blogs,Deep Learning - Course Introduction,"NPTEL-NOC IITM













Carregando...
    







        Cancelar inscrição de NPTEL-NOC IITM?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição28,7 mil 











Carregando...
    









Carregando...
    













        Processando...","55.540 visualizações







195

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



196


5

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6",https://i.ytimg.com/vi/aPfkYu_qiF4/hqdefault.jpg,480.0,360.0, ,1280.0,720.0,IIT Madras,/channel/UCYa1WtI-vb_bx-anHdmpNfA,0.117
1022,Adobe Sensei and Data Science Workspace,,624 visualizações,Publicado em 20 de jun. de 2019,Ciência e tecnologia,Adobe Sensei and Data Science Workspace,"Adobe Experience Cloud













Carregando...
    







        Cancelar inscrição de Adobe Experience Cloud?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição19,4 mil 











Carregando...
    









Carregando...
    













        Processando...","624 visualizações







8

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



9


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rIKzFLONDdo/maxresdefault.jpg,1280.0,720.0,Adobe Sensei is our artificial intelligence and machine learning technology. See how Adobe Experience Platform Data Science Workspace leverages Adobe Sensei ...,1280.0,720.0,Digital Marketing,/channel/UCN-7ZEctit8Qu01BWeHQ0Fw,0.165
984,Checking out a Data Science Workstation,,101.921 visualizações,Publicado em 5 de out. de 2019,Educação,Checking out a Data Science Workstation,"sentdex














Carregando...
    







        Cancelar inscrição de sentdex?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição767 mil 











Carregando...
    









Carregando...
    













        Processando...","101.921 visualizações







2.124

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.125


73

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



74",https://i.ytimg.com/vi/p9bkz3hxrSM/maxresdefault.jpg,1280.0,720.0,Checking out Lenovo's top of the line P920 Data Science Workstation. Channel membership: https://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ/join Discor...,1280.0,720.0,computer,/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,0.004
697,SQL Summer Camp: Training ML Models in BigQuery | Kaggle,,5.084 visualizações,Transmitido ao vivo em 7 de ago. de 2019,Ciência e tecnologia,SQL Summer Camp: Training ML Models in BigQuery | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","5.084 visualizações







171

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



172


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/a1onYwwFqj0/hqdefault.jpg,480.0,360.0,You can use SQL for more than just getting data! Today we'll learn how to train and serve a simple machine learning model directly in BigQuery using Kaggle K...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.166
927,NPTEL - DATA SCIENCE -LECTURE 1,,20 visualizações,Publicado em 24 de nov. de 2019,Educação,NPTEL - DATA SCIENCE -LECTURE 1,"SARFARAZ QURESHI













Carregando...
    







        Cancelar inscrição de SARFARAZ QURESHI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,5 mil 











Carregando...
    









Carregando...
    













        Processando...","20 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m4Iwf-SZ09Q/maxresdefault.jpg,1280.0,720.0,Please like this video and subscribe the channel for more videos,1280.0,720.0,,/channel/UCaEYwkfzmneCsDglCImAvSA,0.113
546,Kaggle Coffee Chat: Joel Grus | Kaggle,,1.696 visualizações,Publicado em 28 de ago. de 2019,Ciência e tecnologia,Kaggle Coffee Chat: Joel Grus | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.696 visualizações







51

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



52


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Sg6xJ0ACc78/maxresdefault.jpg,1280.0,720.0,"In this Coffee Chat Rachael talks with Joel Grus about software engineering best practices, whether they belong in data science, if you should use TensorFlow...",1280.0,720.0,fizzbuzz,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.051
709,Live Breakdown of Common Data Science Interview Questions | Kaggle,,36.978 visualizações,Transmitido ao vivo em 21 de mar. de 2018,Ciência e tecnologia,Live Breakdown of Common Data Science Interview Questions | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","36.978 visualizações







704

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



705


13

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14",https://i.ytimg.com/vi/aXUsrKPTBvY/maxresdefault.jpg,1280.0,720.0,SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the ...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.018
876,Guia para Iniciantes em Aprendizado de Máquina com o ml5.js,,72.991 visualizações,Publicado em 31 de jul. de 2018,Educação,"#machinelearning #javascript



    Guia para Iniciantes em Aprendizado de Máquina com o ml5.js","The Coding Train














Carregando...
    







        Cancelar inscrição de The Coding Train?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição930 mil 











Carregando...
    









Carregando...
    













        Processando...","72.991 visualizações







1.782

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.783


19

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



20",https://i.ytimg.com/vi/jmznx0Q1fP0/maxresdefault.jpg,1280.0,720.0,"Bem-vindo ao ""Guia para Iniciantes em Aprendizado em JavaScript""! Nesta série, ensinarei os conceitos por trás do aprendizado de máquina usando a biblioteca ...",1280.0,720.0,deep learning,/channel/UCvjgXvBlbQiydffZU7m1_aw,0.097
690,Machine Learning App Examples,,41.387 visualizações,Publicado em 28 de out. de 2019,Educação,Machine Learning App Examples,"Siraj Raval














Carregando...
    







        Cancelar inscrição de Siraj Raval?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição694 mil 











Carregando...
    









Carregando...
    













        Processando...","41.387 visualizações







1.227

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.228


2.228

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.229",https://i.ytimg.com/vi/__ByCy0PKKI/hqdefault.jpg,480.0,360.0,"Machine Learning powers almost every internet service we use these days, but it's rare to find a full pipeline example of machine learning being deployed in ...",1280.0,720.0,security,/channel/UCWN3xxRkmTPmbKwht9FuE5A,0.053
969,How data transformed the NBA | The Economist,,243.765 visualizações,Publicado em 4 de dez. de 2018,Ciência e tecnologia,How data transformed the NBA | The Economist,"The Economist














Carregando...
    







        Cancelar inscrição de The Economist?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,1 mi 











Carregando...
    









Carregando...
    













        Processando...","243.765 visualizações







4.538

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4.539


189

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



190",https://i.ytimg.com/vi/oUvvfHkXyOA/hqdefault.jpg,480.0,360.0,"NBA teams are changing the way they play basketball. The Houston Rockets, who boast stars like James Harden, have used data analytics to help them become cha...",1280.0,720.0,how data transformed nba,/channel/UC0p5jTq6Xx_DosDFxVXnWaQ,0.016
609,Python Basics for Data Science - Types,,1.170 visualizações,Publicado em 4 de abr. de 2019,Educação,Python Basics for Data Science - Types,"edX














Carregando...
    







        Cancelar inscrição de edX?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição221 mil 











Carregando...
    









Carregando...
    













        Processando...","1.170 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/WDXENCqtey4/maxresdefault.jpg,1280.0,720.0,"A type is how Python represents different types of data. In this video, you'll learn some widely used types in Python. Take the full course, test yourself, a...",1280.0,720.0,Learn programming,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,0.046
1133,"Kaggle Discussions Rank #1, x2 Grandmaster: Dr. Jean Francois Puget | IEEE-CIS Comp 2nd Pos Sol",,528 visualizações,Estreou em 20 de nov. de 2019,Pessoas e blogs,"Kaggle Discussions Rank #1, x2 Grandmaster: Dr. Jean Francois Puget | IEEE-CIS Comp 2nd Pos Sol","Sanyam Bhutani Chai Time Data Science













Carregando...
    







        Cancelar inscrição de Sanyam Bhutani Chai Time Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição366 











Carregando...
    









Carregando...
    













        Processando...","528 visualizações







23

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



24


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/wqHlAOFSFuQ/maxresdefault.jpg,1280.0,720.0,Audio Version available here: https://anchor.fm/chaitimedatascience Newsletter: https://tinyletter.com/sanyambhutani https://hackernoon.com/interview-with-tw...,1280.0,720.0,IBM AI,/channel/UCRjtBP-o5FbgRzX2BHQEFtQ,0.185
870,"Aly Sivji, Joe Jasinski, tathagata dasgupta (t) - Docker for Data Science - PyCon 2018",,3.175 visualizações,Publicado em 12 de mai. de 2018,Pessoas e blogs,"Aly Sivji, Joe Jasinski, tathagata dasgupta (t) - Docker for Data Science - PyCon 2018","PyCon 2018













Carregando...
    







        Cancelar inscrição de PyCon 2018?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição18,1 mil 











Carregando...
    









Carregando...
    













        Processando...","3.175 visualizações







30

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



31


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/jbb1dbFaovg/maxresdefault.jpg,1280.0,720.0,"Speakers: Aly Sivji, Joe Jasinski, tathagata dasgupta (t) Jupyter notebooks simplify the process of developing and sharing Data Science projects across group...",1280.0,720.0,tathagata dasgupta,/channel/UCsX05-2sVSH7Nx3zuk3NYuQ,0.073
658,Data Science Jobs Summary | BigDatakb.com | Total 87 Jobs Posted on 23rd November 2019,,10 visualizações,Publicado em 24 de nov. de 2019,Pessoas e blogs,Data Science Jobs Summary | BigDatakb.com | Total 87 Jobs Posted on 23rd November 2019,"Rakesh Yadav Ki Baatain













Carregando...
    







        Cancelar inscrição de Rakesh Yadav Ki Baatain?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,07 mil 











Carregando...
    









Carregando...
    













        Processando...","10 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/YZYGAkU5OVU/maxresdefault.jpg,1280.0,720.0, ,960.0,720.0,,/channel/UCcLYXkT37EAs0Ocn1WZ2OxQ,0.079
893,Kaggle Coffee Chat: Felipe Hoffa | Kaggle,,1.368 visualizações,Publicado em 1 de jul. de 2019,Ciência e tecnologia,Kaggle Coffee Chat: Felipe Hoffa | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.368 visualizações







32

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



33


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/kHZ66uwtg24/maxresdefault.jpg,1280.0,720.0,"In this coffee chat, Rachael talks with Felipe Hoffa, a database expert who works on Google BigQuery. They talk about optimizing, common misconceptions about...",1280.0,720.0,bigquery,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.065
1061,Machine Learning is Just Mathematics! Free Machine Learning Resources,,103.270 visualizações,Publicado em 27 de set. de 2018,Educação,"#MachineLearning #LearnMachineLearning #MachineLearningMaths



    Machine Learning is Just Mathematics! Free Machine Learning Resources","Python Programmer













Carregando...
    







        Cancelar inscrição de Python Programmer?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição133 mil 











Carregando...
    









Carregando...
    













        Processando...","103.270 visualizações







5.787

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5.788


59

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



60",https://i.ytimg.com/vi/tGyfmzuR4d4/maxresdefault.jpg,1280.0,720.0,Here are some free machine learning resources. In this I explain that Machine learning is really just mathematics and I explain what type of maths is needed ...,1280.0,720.0,Machine learning python,/channel/UC68KSmHePPePCjW4v57VPQg,0.046
576,Adding your kernel output as a dataset in Kaggle,,63 visualizações,Publicado em 18 de jul. de 2019,Pessoas e blogs,Adding your kernel output as a dataset in Kaggle,"Perez Ogayo













Carregando...
    







        Cancelar inscrição de Perez Ogayo?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","63 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/UQXEYzgikvU/hqdefault.jpg,480.0,360.0, ,1280.0,720.0,Data Science,/channel/UCdeA9w755USCulLawV_g8VQ,0.097
547,02. Download data from Kaggle using the official CLI,,3.261 visualizações,Publicado em 4 de set. de 2018,Entretenimento,02. Download data from Kaggle using the official CLI,"Aakash N S













Carregando...
    







        Cancelar inscrição de Aakash N S?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição687 











Carregando...
    









Carregando...
    













        Processando...","3.261 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/Sn7vmKFt-wI/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCEkIfTA9fTlly9bq5Hg-uzg,0.113
543,Data Scientist : นักวิทยาศาสตร์ข้อมูล,,15.182 visualizações,Publicado em 17 de out. de 2018,Educação,Data Scientist : นักวิทยาศาสตร์ข้อมูล,"Knowledge Box













Carregando...
    







        Cancelar inscrição de Knowledge Box?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição13,9 mil 











Carregando...
    









Carregando...
    













        Processando...","15.182 visualizações







262

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



263


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/SbY1DhAgyGE/maxresdefault.jpg,1280.0,720.0,Data Scientist นักวิทยาศาสตร์ข้อมูลสำหรับองค์กรในยุคดิจิทัล ความสามารถในการนำข้อมูลที่เป็น Big Data มาใช้ประโยชน์ในการสร้างสินค้าและบริการที่ตอบโจทย์ของลูกค้...,1280.0,720.0,,/channel/UCXEI_ukwfDu6NoUcZIuysww,0.009
1137,Python Chat Bot Tutorial - Chatbot with Deep Learning (Part 1),,144.850 visualizações,Publicado em 27 de mai. de 2019,Educação,Python Chat Bot Tutorial - Chatbot with Deep Learning (Part 1),"Tech With Tim













Carregando...
    







        Cancelar inscrição de Tech With Tim?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição129 mil 











Carregando...
    









Carregando...
    













        Processando...","144.850 visualizações







2.916

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.917


60

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



61",https://i.ytimg.com/vi/wypVcNIH6D4/maxresdefault.jpg,1280.0,720.0,Ever wanted to create an AI Chat bot? This python chatbot tutorial will show you how to create a chatbot with python using deep learning . Download JSON File...,1280.0,720.0,how to make a chatbot,/channel/UC4JX40jDee_tINbkjycV4Sg,0.105
992,Santander Kaggle by Natrayan Velu (8/22/2018),,456 visualizações,Publicado em 23 de ago. de 2018,Ciência e tecnologia,Santander Kaggle by Natrayan Velu (8/22/2018),"Cleveland R User Group













Carregando...
    







        Cancelar inscrição de Cleveland R User Group?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição154 











Carregando...
    









Carregando...
    













        Processando...","456 visualizações







12

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



13


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/pkdX4emqYys/maxresdefault.jpg,1280.0,720.0,Natrayan Velu discusses learning machine learning while working on the Santander contest from Kaggle.,1280.0,720.0,kaggle,/channel/UC7C4YZ-9itQW7Nl4RVKDflg,0.164
902,Deep Learning VM Images (AI Adventures),,9.505 visualizações,Publicado em 10 de out. de 2018,Ciência e tecnologia,Deep Learning VM Images (AI Adventures),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","9.505 visualizações







211

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



212


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/kyNbYCHFCSw/maxresdefault.jpg,1280.0,720.0,"Imagine if you could avoid the headache of setting up new libraries, configuring them, and making sure they are all compatible. In this episode of AI Adventu...",1280.0,720.0,ai adventures,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.147
1147,Kaggle Live-Coding: Comparing unsupervised classification methods for text | Kaggle,,1.536 visualizações,Transmitido ao vivo em 31 de mai. de 2019,Ciência e tecnologia,Kaggle Live-Coding: Comparing unsupervised classification methods for text | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.536 visualizações







53

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



54


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/xoTMADzMwVU/maxresdefault.jpg,1280.0,720.0,This week we're going to continue on our forum-summarizing chat bot project by comparing different methods for unsupervised text classification. SUBSCRIBE: h...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.221
836,Deep Learning 1: Introduction to Machine Learning Based AI,,81.076 visualizações,Publicado em 23 de nov. de 2018,Ciência e tecnologia,Deep Learning 1: Introduction to Machine Learning Based AI,"DeepMind













Carregando...
    







        Cancelar inscrição de DeepMind?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição166 mil 











Carregando...
    









Carregando...
    













        Processando...","81.076 visualizações







920

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



921


7

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8",https://i.ytimg.com/vi/iOh7QUZGyiU/hqdefault.jpg,480.0,360.0, ,1280.0,720.0,,/channel/UCP7jMXSY2xbc3KCAE0MHQ-A,0.058
1099,How Did I Learn Machine Learning in 3 Months,,76.071 visualizações,Publicado em 18 de set. de 2019,Educação,How Did I Learn Machine Learning in 3 Months,"Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição63 mil 











Carregando...
    









Carregando...
    













        Processando...","76.071 visualizações







2.771

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.772


89

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



90",https://i.ytimg.com/vi/uoifG7TgF2k/hqdefault.jpg,480.0,360.0,"Please join as a member in my channel to get additional benefits like materials in Data Science, live streaming for Members and many more https://www.youtube...",1280.0,720.0,Learn Machine Learning,/channel/UCNU_lfiiWBdtULKOw6X0Dig,0.151
